"_time","artist_name",eventtype,"search_terms","bc_uri","track_name"
"1360368789.885935",Rihanna,"ua-mobile-ipod",,"/sync/addtolibrary/01011207201000005652000000000049","You Da One"
"1360368789.881347","Jay Z Kanye West","ua-mobile-android",,"/sync/addtolibrary/01011207201000005652000000000007","Ninjas in Paris"
"1360368789.875899",,"ua-mobile-android","Snoop+Dogg","/browse/search/Snoop+Dogg",
"1360368789.864568",,"ua-mobile-iphone",,"/ads/showbanner",
"1360368789.301006",,"ua-mobile-iphone","Big+Sean","/browse/search/Big+Sean",
"1360368788.964026",,"ua-mobile-iphone",Drake,"/browse/search/Drake",
"1360368788.923999",,"ua-mobile-iphone",,"/browse/artist/0019",
"1360368787.952029",,"ua-mobile-android",,"/ads/showbanner",
"1360368787.909039",,"ua-mobile-android",,"/auth/5557025652",
"1360368787.876568",,"ua-mobile-android",,"/browse/home",
"1360368787.867839",Adele,"ua-mobile-iphone",,"/browse/tracks/01011207201000005652000000000013","Someone Like You"
"1360368786.953120",,"ua-mobile-iphone",,"/auth/5552166319",
"1360368786.893798",,"ua-mobile-ipad",,"/auth/5554982823",
"1360368785.950227",,"ua-mobile-android",,"/auth/5556581781",
"1360368785.928863",,"ua-mobile-android",Adele,"/browse/search/Adele",
"1360368785.912861",,"ua-mobile-iphone",,"/browse/home",
"1360368784.951687",,"ua-mobile-android",,"/playhistory/uploadhistory",
"1360368784.944385",,"ua-mobile-android",,"/ads/showbanner",
"1360368784.933950",,"ua-mobile-ipad",,"/browse/artist/0020",
"1360368784.919393",,"ua-mobile-android",,"/browse/home",
"1360368784.914614",,"ua-mobile-iphone",Drake,"/browse/search/Drake",
"1360368784.908927",,"ua-mobile-android",,"/ads/showbanner",
"1360368784.892715",,"ua-mobile-iphone",,"/browse/home",
"1360368784.865423",,"ua-mobile-iphone",,"/ads/showbanner",
"1360368782.921783",,"ua-mobile-android","Flo+Rida","/browse/search/Flo+Rida",
"1360368782.918450",,"ua-mobile-ipad","Bruno+Mars","/browse/search/Bruno+Mars",
"1360368781.879686",Rihanna,"ua-mobile-android",,"/browse/tracks/01011207201000005652000000000049","You Da One"
"1360368780.957323",,"ua-mobile-iphone",,"/browse/artist/0019",
"1360368779.923580",,"ua-mobile-iphone",,"/sync/addtolibrary/01011207201000005652000000000025",
"1360368779.899295",,"ua-mobile-blackberry",,"/browse/artist/001",
"1360368779.880544",,"ua-mobile-android",,"/sync/createplaylist",
"1360368778.957012",,"ua-mobile-android","Flo+Rida","/browse/search/Flo+Rida",
"1360368778.899624",,"ua-mobile-android",,"/ads/showbanner",
"1360368778.896729",,"ua-mobile-android",,"/browse/home",
"1360368778.890908",,"ua-mobile-ipad",,"/browse/home",
"1360368778.889143",,"ua-mobile-blackberry",,"/sync/createplaylist",
"1360368778.851413",,"ua-mobile-android",,"/sync/createplaylist",
"1360368777.921526",,"ua-mobile-android",,"/ads/showbanner",
"1360368777.888013",,"ua-mobile-android",,"/auth/5555153211",
"1360368776.939301","Gavin DeGraw","ua-mobile-blackberry",,"/browse/tracks/01011207201000005652000000000084","Not Over You"
"1360368776.938427",,"ua-mobile-iphone","Flo+Rida","/browse/search/Flo+Rida",
"1360368775.943470",,"ua-mobile-iphone",,"/browse/artist/0032",
"1360368775.908886","T-Pain","ua-mobile-ipad",,"/sync/addtolibrary/01011207201000005652000000000023","5 0'Clock"
"1360368775.907186",Adele,"ua-mobile-android",,"/browse/tracks/01011207201000005652000000000013","Someone Like You"
"1360368775.883462",,"ua-mobile-android",,"/auth/5553675132",
"1360368774.954897",,"ua-mobile-ipad",,"/playhistory/uploadhistory",
"1360368774.900957","Kelly Clarkson","ua-mobile-android",,"/browse/tracks/01011207201000005652000000000055","Mr. Know It All"
"1360368774.882247","Gym Class Heroes","ua-mobile-iphone",,"/sync/addtolibrary/01011207201000005652000000000029","Stereo Hearts"
"1360368772.935071",,"ua-mobile-ipod",,"/browse/artist/005",
"1360368772.934815",Drake,"ua-mobile-iphone",,"/sync/addtolibrary/01011207201000005652000000000003",Headlines
"1360368772.933822",,"ua-mobile-ipad ua-mobile-iphone",,"/playhistory/uploadhistory",
"1360368772.889992",,"ua-mobile-android",,"/playhistory/uploadhistory",
"1360368772.859960",,"ua-mobile-ipad",,"/auth/5553283593",
"1360368771.854015",,"ua-mobile-android",,"/auth/5554753149",
"1360368771.853789",,"ua-mobile-android",,"/ads/showbanner",
"1360368770.947822","Foster The People","ua-mobile-blackberry",,"/sync/addtolibrary/01011207201000005652000000000071","Pumped Up Kicks"
"1360368770.927548","Flo Rida","ua-mobile-android",,"/browse/tracks/01011207201000005652000000000018","Good Feeling"
"1360368770.898958",,"ua-mobile-android",,"/browse/artist/005",
"1360368769.939431","Jay Z Kanye West","ua-mobile-blackberry",,"/browse/tracks/01011207201000005652000000000007","Ninjas in Paris"
"1360368769.911153",,"ua-mobile-iphone",,"/playhistory/uploadhistory",
"1360368769.857021","Katy Perry","ua-mobile-android",,"/sync/addtolibrary/01011207201000005652000000000031","The One That Got Away"
"1360368769.317569",,"ua-mobile-iphone",,"/browse/home",
"1360368768.931668",,"ua-mobile-iphone",,"/ads/showbanner",
"1360368768.911297",,"ua-mobile-android",,"/browse/artist/0017",
"1360368768.893048",,"ua-mobile-android",,"/browse/artist/0027",
"1360368767.930460",,"ua-mobile-blackberry",Rihanna,"/browse/search/Rihanna",
"1360368766.940527",,"ua-mobile-iphone","Foster+The+People","/browse/search/Foster+The+People",
"1360368766.926871",Rihanna,"ua-mobile-iphone",,"/sync/addtolibrary/01011207201000005652000000000049","You Da One"
"1360368766.857691",,"ua-mobile-iphone",,"/auth/5556555960",
"1360368766.845191",,"ua-mobile-android",Drake,"/browse/search/Drake",
"1360368765.941605","J.Cole","ua-mobile-android",,"/browse/tracks/01011207201000005652000000000011","Work Out"
"1360368765.911704","Jay Z Kanye West","ua-mobile-android",,"/sync/addtolibrary/01011207201000005652000000000007","Ninjas in Paris"
"1360368765.899515",,"ua-mobile-iphone",,"/browse/home",
"1360368765.872082",,"ua-mobile-blackberry",,"/sync/addtolibrary/01011207201000005652000000000025",
"1360368764.915843","J.Cole","ua-mobile-iphone",,"/browse/tracks/01011207201000005652000000000011","Work Out"
"1360368763.948771",,"ua-mobile-android",,"/ads/showbanner",
"1360368763.896343",,"ua-mobile-ipad",,"/ads/showbanner",
"1360368763.841425",,"ua-mobile-android",,"/browse/home",
"1360368762.919811",,"ua-mobile-android",,"/auth/5553736792",
"1360368762.851282",,"ua-mobile-ipod",,"/auth/5556354463",
"1360368761.906652",,"ua-mobile-android",,"/playhistory/uploadhistory",
"1360368761.900848",,"ua-mobile-ipad",,"/browse/home",
"1360368761.840619",,"ua-mobile-android",,"/sync/createplaylist",
"1360368760.933517",Drake,"ua-mobile-blackberry",,"/browse/tracks/01011207201000005652000000000003",Headlines
"1360368760.929994",,"ua-mobile-ipad ua-mobile-iphone","T-Pain","/browse/search/T-Pain",
"1360368760.895581",,"ua-mobile-android",,"/playhistory/uploadhistory",
"1360368760.895419",,"ua-mobile-iphone","Foster+The+People","/browse/search/Foster+The+People",
"1360368760.846495",,"ua-mobile-android",,"/ads/showbanner",
"1360368759.900882",,"ua-mobile-iphone",,"/browse/artist/0019",
"1360368758.931776",LMFAO,"ua-mobile-ipad ua-mobile-iphone",,"/browse/tracks/01011207201000005652000000000068","Sexy And I Know It"
"1360368758.919323",,"ua-mobile-ipod",,"/browse/artist/0012",
"1360368758.860604","Gavin DeGraw","ua-mobile-iphone",,"/browse/tracks/01011207201000005652000000000084","Not Over You"
"1360368757.921902","Foster The People","ua-mobile-ipad ua-mobile-iphone",,"/browse/tracks/01011207201000005652000000000071","Pumped Up Kicks"
"1360368757.915173",,"ua-mobile-blackberry","Big+Sean","/browse/search/Big+Sean",
"1360368757.885439",Rihanna,"ua-mobile-ipad",,"/browse/tracks/01011207201000005652000000000049","You Da One"
"1360368756.945627",,"ua-mobile-android",,"/sync/createplaylist",
"1360368756.937807",,"ua-mobile-android",,"/playhistory/uploadhistory",
"1360368756.919891",,"ua-mobile-android","Cobra+Starship","/browse/search/Cobra+Starship",
"1360368756.909704",,"ua-mobile-android",,"/browse/home",
"1360368756.904312",,"ua-mobile-blackberry",,"/browse/artist/0012",
"1360368756.847350",,"ua-mobile-android",,"/auth/5552008689",
"1360368755.941949",,"ua-mobile-iphone",,"/browse/home",
"1360368754.902062","David Guetta","ua-mobile-blackberry",,"/browse/tracks/01011207201000005652000000000041","Without You"
"1360368754.887977",,"ua-mobile-ipad",,"/sync/createplaylist",
"1360368754.285102",Drake,"ua-mobile-iphone",,"/browse/tracks/01011207201000005652000000000003",Headlines
"1360368753.904658",,"ua-mobile-blackberry",,"/browse/artist/0015",
"1360368753.872848","Gym Class Heroes","ua-mobile-android",,"/browse/tracks/01011207201000005652000000000029","Stereo Hearts"
"1360368752.854765","Cobra Starship","ua-mobile-blackberry",,"/browse/tracks/01011207201000005652000000000026","You Make Me Feel"
"1360368751.921409",,"ua-mobile-android",,"/auth/5557974528",
"1360368751.914431","Bruno Mars","ua-mobile-iphone",,"/sync/addtolibrary/01011207201000005652000000000047","It Will Rain"
"1360368751.912871",,"ua-mobile-iphone",,"/sync/createplaylist",
"1360368751.904829",,"ua-mobile-blackberry",,"/playhistory/uploadhistory",
"1360368751.904598","Bruno Mars","ua-mobile-iphone",,"/sync/addtolibrary/01011207201000005652000000000047","It Will Rain"
"1360368751.890313",,"ua-mobile-iphone",,"/auth/5556374832",
"1360368751.887349",,"ua-mobile-android",Rihanna,"/browse/search/Rihanna",
"1360368751.882569",,"ua-mobile-ipad",,"/browse/artist/0014",
"1360368751.877663","Snoop Dogg","ua-mobile-iphone",,"/sync/addtolibrary/01011207201000005652000000000017","Young Wild & Free"
"1360368751.873757",,"ua-mobile-android",,"/sync/createplaylist",
"1360368751.864819",,"ua-mobile-ipad ua-mobile-iphone",,"/sync/createplaylist",
"1360368751.845838","T-Pain","ua-mobile-ipad ua-mobile-iphone",,"/browse/tracks/01011207201000005652000000000023","5 0'Clock"
"1360368750.858354",,"ua-mobile-blackberry",,"/browse/home",
"1360368749.888117","Cobra Starship","ua-mobile-android",,"/sync/addtolibrary/01011207201000005652000000000026","You Make Me Feel"
"1360368749.881734",,"ua-mobile-blackberry","Gym+Class+Heroes","/browse/search/Gym+Class+Heroes",
"1360368749.858928",,"ua-mobile-android",,"/browse/artist/006",
"1360368749.334181",,"ua-mobile-iphone",,"/browse/artist/007",
"1360368748.883451","Snoop Dogg","ua-mobile-android",,"/sync/addtolibrary/01011207201000005652000000000017","Young Wild & Free"
"1360368748.862054",,"ua-mobile-ipad ua-mobile-iphone",,"/playhistory/uploadhistory",
"1360368747.915306",,"ua-mobile-blackberry",,"/ads/showbanner",
"1360368747.910663",,"ua-mobile-android",,"/ads/showbanner",
"1360368746.917985",,"ua-mobile-iphone",,"/sync/createplaylist",
"1360368746.916332","J.Cole","ua-mobile-android",,"/sync/addtolibrary/01011207201000005652000000000011","Work Out"
"1360368746.915527",LMFAO,"ua-mobile-iphone",,"/sync/addtolibrary/01011207201000005652000000000068","Sexy And I Know It"
"1360368746.896162",,"ua-mobile-iphone",,"/auth/5557856809",
"1360368745.931822",,"ua-mobile-android","Bruno+Mars","/browse/search/Bruno+Mars",
"1360368745.914852",,"ua-mobile-blackberry",,"/browse/home",
"1360368745.907794",,"ua-mobile-iphone",,"/browse/artist/007",
"1360368745.872714",,"ua-mobile-android",,"/ads/showbanner",
"1360368744.937041",,"ua-mobile-android","Bruno+Mars","/browse/search/Bruno+Mars",
"1360368744.873610",,"ua-mobile-android",,"/browse/home",
"1360368743.853459",,"ua-mobile-blackberry",,"/ads/showbanner",
"1360368742.936948","Snoop Dogg","ua-mobile-iphone",,"/sync/addtolibrary/01011207201000005652000000000017","Young Wild & Free"
"1360368742.912523",,"ua-mobile-iphone",,"/ads/showbanner",
"1360368742.867228",,"ua-mobile-iphone",,"/browse/home",
"1360368742.829342",,"ua-mobile-iphone",,"/browse/artist/0016",
"1360368741.910856",,"ua-mobile-blackberry",,"/browse/artist/005",
"1360368741.907917",,"ua-mobile-android",,"/browse/home",
"1360368740.910305",,"ua-mobile-android",,"/playhistory/uploadhistory",
"1360368740.899584",,"ua-mobile-ipad",,"/auth/5555004149",
"1360368739.917426",,"ua-mobile-iphone",,"/playhistory/uploadhistory",
"1360368739.826888","Gavin DeGraw","ua-mobile-android",,"/browse/tracks/01011207201000005652000000000084","Not Over You"
"1360368738.920899",,"ua-mobile-blackberry",,"/browse/home",
"1360368738.912797",,"ua-mobile-iphone",,"/playhistory/uploadhistory",
"1360368738.862646",,"ua-mobile-iphone",,"/browse/home",
"1360368738.854478",,"ua-mobile-ipad",,"/sync/createplaylist",
"1360368738.840800",,"ua-mobile-iphone",,"/browse/home",
"1360368737.841870",,"ua-mobile-ipad ua-mobile-iphone",,"/auth/5555750166",
"1360368736.934906",,"ua-mobile-ipad",,"/ads/showbanner",
"1360368736.924852","Gym Class Heroes","ua-mobile-android",,"/sync/addtolibrary/01011207201000005652000000000029","Stereo Hearts"
"1360368736.902626",,"ua-mobile-iphone",,"/ads/showbanner",
"1360368736.892957","Luke Bryan","ua-mobile-android",,"/browse/tracks/01011207201000005652000000000014","I Don't Want This Night To End"
"1360368736.841310","Big Sean","ua-mobile-blackberry",,"/sync/addtolibrary/01011207201000005652000000000037",Dance
"1360368735.861814",,"ua-mobile-android",,"/auth/5556931054",
"1360368734.908968",,"ua-mobile-iphone",,"/browse/home",
"1360368734.825380",,"ua-mobile-iphone",,"/browse/artist/0019",
"1360368733.927974",,"ua-mobile-android",,"/browse/home",
"1360368733.908053",,"ua-mobile-iphone",,"/sync/createplaylist",
"1360368733.889813",,"ua-mobile-iphone",,"/playhistory/uploadhistory",
"1360368733.856965",,"ua-mobile-ipad",LMFAO,"/browse/search/LMFAO",
"1360368733.837622","Kelly Clarkson","ua-mobile-blackberry",,"/sync/addtolibrary/01011207201000005652000000000055","Mr. Know It All"
"1360368732.874108",,"ua-mobile-iphone",,"/browse/home",
"1360368731.902797",,"ua-mobile-ipad ua-mobile-iphone","Katy+Perry","/browse/search/Katy+Perry",
"1360368731.828119",,"ua-mobile-android",,"/playhistory/uploadhistory",
"1360368730.930971","Kelly Clarkson","ua-mobile-ipad",,"/sync/addtolibrary/01011207201000005652000000000055","Mr. Know It All"
"1360368730.916300","Luke Bryan","ua-mobile-iphone",,"/browse/tracks/01011207201000005652000000000014","I Don't Want This Night To End"
"1360368730.878158",,"ua-mobile-ipad","Maroon+5","/browse/search/Maroon+5",
"1360368730.878073",,"ua-mobile-android",,"/browse/artist/0011",
"1360368730.873087",,"ua-mobile-iphone","Kelly+Clarkson","/browse/search/Kelly+Clarkson",
"1360368730.854121",,"ua-mobile-blackberry",,"/browse/home",
"1360368730.843505",Rihanna,"ua-mobile-blackberry",,"/browse/tracks/01011207201000005652000000000049","You Da One"
"1360368729.863362",,"ua-mobile-android",,"/playhistory/uploadhistory",
"1360368729.834364",,"ua-mobile-iphone","Big+Sean","/browse/search/Big+Sean",
"1360368728.877496","David Guetta","ua-mobile-iphone",,"/browse/tracks/01011207201000005652000000000041","Without You"
"1360368728.872151","Cobra Starship","ua-mobile-blackberry",,"/sync/addtolibrary/01011207201000005652000000000026","You Make Me Feel"
"1360368728.365066",,"ua-mobile-iphone",,"/playhistory/uploadhistory",
"1360368727.922592",,"ua-mobile-android",,"/auth/5559440881",
"1360368727.882815",,"ua-mobile-android",,"/sync/createplaylist",
"1360368727.869713",,"ua-mobile-ipad",,"/sync/createplaylist",
"1360368727.826834",,"ua-mobile-android",,"/auth/5555315987",
"1360368726.918634",,"ua-mobile-ipad",,"/auth/5553399856",
"1360368726.909654",,"ua-mobile-blackberry",,"/browse/artist/006",
"1360368726.870968",,"ua-mobile-android",,"/browse/artist/006",
"1360368726.835486",,"ua-mobile-iphone","Kelly+Clarkson","/browse/search/Kelly+Clarkson",
"1360368725.842755","Big Sean","ua-mobile-android",,"/sync/addtolibrary/01011207201000005652000000000037",Dance
"1360368725.821668",,"ua-mobile-ipad",,"/sync/createplaylist",
"1360368725.816621",,"ua-mobile-android",,"/playhistory/uploadhistory",
"1360368724.921852",,"ua-mobile-iphone",,"/auth/5552970411",
"1360368724.906864",,"ua-mobile-iphone",,"/sync/createplaylist",
"1360368724.861057",,"ua-mobile-android",Drake,"/browse/search/Drake",
"1360368724.830426",,"ua-mobile-android",,"/auth/5555691525",
"1360368723.922744",,"ua-mobile-ipad ua-mobile-iphone",,"/playhistory/uploadhistory",
"1360368723.861964",,"ua-mobile-iphone",,"/browse/home",
"1360368723.839780",,"ua-mobile-android",,"/ads/showbanner",
"1360368722.921510",,"ua-mobile-iphone",,"/ads/showbanner",
"1360368722.917892",,"ua-mobile-android",,"/auth/5555750166",
"1360368721.879468",,"ua-mobile-android",,"/browse/artist/005",
"1360368721.842421",,"ua-mobile-ipad",,"/browse/home",
"1360368721.838703",,"ua-mobile-iphone",,"/browse/artist/0044",
"1360368720.921224",,"ua-mobile-android",,"/ads/showbanner",
"1360368720.902917",,"ua-mobile-iphone",,"/ads/showbanner",
"1360368719.864244",,"ua-mobile-android",,"/playhistory/uploadhistory",
"1360368719.827411",,"ua-mobile-android","Big+Sean","/browse/search/Big+Sean",
"1360368718.892574",,"ua-mobile-ipad",,"/ads/showbanner",
"1360368718.872251",,"ua-mobile-iphone",,"/sync/createplaylist",
"1360368718.846356",,"ua-mobile-blackberry","Katy+Perry","/browse/search/Katy+Perry",
"1360368718.838719",,"ua-mobile-android",,"/auth/5557128051",
"1360368717.898591",,"ua-mobile-iphone",,"/sync/createplaylist",
"1360368716.876307",,"ua-mobile-android",,"/auth/5558504854",
"1360368716.876067","Katy Perry","ua-mobile-iphone",,"/browse/tracks/01011207201000005652000000000031","The One That Got Away"
"1360368716.864137",,"ua-mobile-android",,"/auth/5557438596",
"1360368716.850502",,"ua-mobile-iphone",,"/browse/artist/0026",
"1360368716.810154",,"ua-mobile-android",,"/browse/home",
"1360368715.863801",Drake,"ua-mobile-iphone",,"/sync/addtolibrary/01011207201000005652000000000003",Headlines
"1360368715.863759",,"ua-mobile-blackberry",,"/auth/5555050508",
"1360368714.886113","Cobra Starship","ua-mobile-blackberry",,"/sync/addtolibrary/01011207201000005652000000000026","You Make Me Feel"
"1360368714.873687",,"ua-mobile-iphone",,"/browse/artist/0015",
"1360368713.846413",,"ua-mobile-iphone","Bruno+Mars","/browse/search/Bruno+Mars",
"1360368713.843961","David Guetta","ua-mobile-ipod",,"/sync/addtolibrary/01011207201000005652000000000041","Without You"
"1360368713.817706",,"ua-mobile-ipad",,"/auth/5559897465",
"1360368712.882448",,"ua-mobile-ipad",,"/sync/createplaylist",
"1360368712.882443",,"ua-mobile-iphone","J.Cole","/browse/search/J.Cole",
"1360368712.875454",,"ua-mobile-android",,"/ads/showbanner",
"1360368712.861221",,"ua-mobile-android",,"/sync/createplaylist",
"1360368712.833207","Katy Perry","ua-mobile-iphone",,"/browse/tracks/01011207201000005652000000000031","The One That Got Away"
"1360368712.813593",,"ua-mobile-iphone",,"/sync/createplaylist",
"1360368711.300558","Luke Bryan","ua-mobile-iphone",,"/browse/tracks/01011207201000005652000000000014","I Don't Want This Night To End"
"1360368710.912829",,"ua-mobile-android",,"/playhistory/uploadhistory",
"1360368710.870096",,"ua-mobile-android",,"/ads/showbanner",
"1360368709.916765",,"ua-mobile-android",,"/browse/home",
"1360368709.904365","David Guetta","ua-mobile-ipad",,"/sync/addtolibrary/01011207201000005652000000000041","Without You"
"1360368709.883124",,"ua-mobile-android",,"/browse/home",
"1360368709.856192",,"ua-mobile-iphone",,"/playhistory/uploadhistory",
"1360368708.915229",,"ua-mobile-android","Maroon+5","/browse/search/Maroon+5",
"1360368708.877503","Maroon 5","ua-mobile-android",,"/browse/tracks/01011207201000005652000000000053","Moves Like Jagger"
"1360368707.904037",,"ua-mobile-ipad ua-mobile-iphone",,"/ads/showbanner",
"1360368707.893935",,"ua-mobile-android",,"/auth/5553184966",
"1360368707.874256",,"ua-mobile-ipad",,"/sync/createplaylist",
"1360368706.911319",,"ua-mobile-android","Big+Sean","/browse/search/Big+Sean",
"1360368706.881794",,"ua-mobile-ipad ua-mobile-iphone",,"/auth/5558964348",
"1360368706.848116",,"ua-mobile-blackberry",,"/sync/createplaylist",
"1360368706.825776",,"ua-mobile-ipad",,"/browse/home",
"1360368706.816931",,"ua-mobile-android","Luke+Bryan","/browse/search/Luke+Bryan",
"1360368706.816094",,"ua-mobile-iphone",,"/browse/artist/0027",
"1360368705.911650",,"ua-mobile-android",,"/browse/artist/0017",
"1360368705.892053",,"ua-mobile-ipad",,"/browse/home",
"1360368705.884679",,"ua-mobile-iphone",,"/ads/showbanner",
"1360368705.877282","Kelly Clarkson","ua-mobile-ipad",,"/browse/tracks/01011207201000005652000000000055","Mr. Know It All"
"1360368705.851049","Cobra Starship","ua-mobile-android",,"/browse/tracks/01011207201000005652000000000026","You Make Me Feel"
"1360368704.865132",,"ua-mobile-android",,"/playhistory/uploadhistory",
"1360368703.891663",,"ua-mobile-iphone","Katy+Perry","/browse/search/Katy+Perry",
"1360368703.820391",,"ua-mobile-iphone",,"/auth/5557324659",
"1360368703.310472",,"ua-mobile-iphone","Gavin+DeGraw","/browse/search/Gavin+DeGraw",
"1360368702.865299",,"ua-mobile-blackberry",,"/browse/home",
"1360368702.800986",,"ua-mobile-android",,"/browse/home",
"1360368701.852571",,"ua-mobile-android","Kelly+Clarkson","/browse/search/Kelly+Clarkson",
"1360368701.807381",,"ua-mobile-android",,"/sync/createplaylist",
"1360368700.895553",,"ua-mobile-android",,"/sync/createplaylist",
"1360368700.889435",,"ua-mobile-android",,"/browse/artist/0032",
"1360368700.856335",,"ua-mobile-iphone",,"/playhistory/uploadhistory",
"1360368700.839486",,"ua-mobile-iphone",,"/browse/artist/0011",
"1360368700.835769","Gym Class Heroes","ua-mobile-android",,"/browse/tracks/01011207201000005652000000000029","Stereo Hearts"
"1360368700.827741",,"ua-mobile-android",,"/ads/showbanner",
"1360368700.802186",,"ua-mobile-iphone",,"/browse/home",
"1360368699.806215",,"ua-mobile-android",,"/playhistory/uploadhistory",
"1360368698.862530",,"ua-mobile-android",,"/sync/createplaylist",
"1360368698.852008",Adele,"ua-mobile-ipad",,"/sync/addtolibrary/01011207201000005652000000000013","Someone Like You"
"1360368698.807436",,"ua-mobile-android",,"/ads/showbanner",
"1360368697.815359",,"ua-mobile-iphone",,"/sync/createplaylist",
"1360368696.847606",,"ua-mobile-android",,"/ads/showbanner",
"1360368696.811368",,"ua-mobile-android",,"/sync/createplaylist",
"1360368696.803441",LMFAO,"ua-mobile-iphone",,"/browse/tracks/01011207201000005652000000000068","Sexy And I Know It"
"1360368695.837016",,"ua-mobile-android",,"/ads/showbanner",
"1360368695.832556",,"ua-mobile-iphone",,"/sync/addtolibrary/01011207201000005652000000000025",
"1360368695.808725","Flo Rida","ua-mobile-android",,"/sync/addtolibrary/01011207201000005652000000000018","Good Feeling"
"1360368694.878768",,"ua-mobile-ipad ua-mobile-iphone",,"/sync/createplaylist",
"1360368694.809883",,"ua-mobile-android",,"/sync/createplaylist",
"1360368694.797452",,"ua-mobile-android",,"/browse/artist/0018",
"1360368693.845830",,"ua-mobile-ipad ua-mobile-iphone",,"/browse/home",
"1360368692.849719",,"ua-mobile-android",,"/sync/createplaylist",
